idx,newLat,newLng,geometry,
idx,23.0023365280001,120.160343872,
idx,23.0423713580001,120.160343872,
idx,22.9823191130001,120.180347532,
idx,23.0023365280001,120.180347532,
idx,23.0223539430001,120.180347532,
idx,23.0623887730001,120.180347532,
idx,22.92226686800005,120.200351192,
idx,22.962301698000047,120.200351192,
idx,23.0423713580001,120.200351192,
idx,23.0824061880001,120.200351192,
idx,22.92226686800005,120.220354852,
idx,22.942284283,120.220354852,
idx,23.0623887730001,120.220354852,
idx,22.92226686800005,120.240358512,
idx,22.962301698000047,120.240358512,
idx,23.0423713580001,120.240358512,
idx,22.942284283,120.260362172,
idx,22.9823191130001,120.260362172,
idx,23.0223539430001,120.260362172,
idx,23.0623887730001,120.260362172,
idx,22.6420230580001,120.280365832,
idx,22.682057888000102,120.280365832,
idx,22.7220927180001,120.280365832,
idx,22.92226686800005,120.280365832,
idx,22.962301698000047,120.280365832,
idx,23.0023365280001,120.280365832,
idx,23.0423713580001,120.280365832,
idx,23.0824061880001,120.280365832,
idx,22.601988228000103,120.300369492,
idx,22.6220056430001,120.300369492,
idx,22.6420230580001,120.300369492,
idx,22.7020753030001,120.300369492,
idx,22.7220927180001,120.300369492,
idx,22.942284283,120.300369492,
idx,22.9823191130001,120.300369492,
idx,23.0223539430001,120.300369492,
idx,22.5619533980001,120.320373152,
idx,22.601988228000103,120.320373152,
idx,22.5619533980001,120.340376812,
idx,22.5819708130001,120.340376812,
idx,22.7020753030001,120.340376812,
idx,22.5619533980001,120.360380472,
idx,22.601988228000103,120.360380472,
idx,22.682057888000102,120.360380472,
idx,22.7220927180001,120.360380472,
idx,22.5419359830001,120.380384132,
idx,22.5819708130001,120.380384132,
idx,22.6220056430001,120.380384132,
idx,22.6620404730001,120.380384132,
idx,22.521918568000103,120.400387792,
idx,22.5619533980001,120.400387792,
idx,22.601988228000103,120.400387792,
idx,22.6420230580001,120.400387792,
idx,22.5419359830001,120.420391452,
idx,22.6220056430001,120.420391452,
idx,22.6620404730001,120.420391452,
idx,23.4227022430001,120.420391452,
idx,23.44271965800005,120.440395112,
idx,22.682057888000102,120.480402432,
idx,22.7020753030001,120.500406092,
idx,24.1032943530001,120.540413412,
idx,24.2634336730001,120.540413412,
idx,24.083276938000047,120.560417072,
idx,24.1233117680001,120.560417072,
idx,24.243416258000103,120.560417072,
idx,24.2834510880001,120.560417072,
idx,24.1833640130001,120.580420732,
idx,24.2634336730001,120.580420732,
idx,24.1633465980001,120.600424392,
idx,24.2033814280001,120.600424392,
idx,24.1833640130001,120.620428052,
idx,24.063259523,120.700442692,
idx,24.083276938000047,120.720446352,
idx,24.6837993880001,120.920482952,
idx,24.7838864630001,120.980493932,
idx,24.8239212930001,120.980493932,
idx,24.8639561230001,120.980493932,
idx,24.763869048000103,121.000497592,
idx,24.8039038780001,121.000497592,
idx,24.843938708000103,121.000497592,
idx,24.8839735380001,121.000497592,
idx,24.7838864630001,121.020501252,
idx,24.8239212930001,121.020501252,
idx,24.8639561230001,121.020501252,
idx,24.8039038780001,121.040504912,
idx,24.843938708000103,121.040504912,
idx,24.7838864630001,121.060508572,
idx,22.7621275480001,121.140523212,
idx,24.9039909530001,121.260545172,
idx,25.0641302730001,121.260545172,
idx,24.8839735380001,121.280548832,
idx,24.924008368000106,121.280548832,
idx,25.044112858000048,121.280548832,
idx,25.08414768800005,121.280548832,
idx,25.024095443,121.300552492,
idx,25.00407802800005,121.320556152,
idx,25.044112858000048,121.320556152,
idx,24.9440257830001,121.340559812,
idx,25.0641302730001,121.340559812,
idx,25.044112858000048,121.360563472,
idx,24.9440257830001,121.380567132,
idx,25.024095443,121.380567132,
idx,25.104165103,121.380567132,
idx,24.9640431980001,121.400570792,
idx,25.00407802800005,121.400570792,
idx,25.044112858000048,121.400570792,
idx,25.08414768800005,121.400570792,
idx,24.9840606130001,121.420574452,
idx,25.024095443,121.420574452,
idx,25.0641302730001,121.420574452,
idx,25.08414768800005,121.440578112,
idx,25.204252178000047,121.440578112,
idx,25.1441999330001,121.460581772,
idx,25.16421734800005,121.460581772,
idx,25.184234763,121.460581772,
idx,25.124182518000048,121.480585432,
idx,25.104165103,121.500589092,
idx,25.08414768800005,121.520592752,
idx,25.124182518000048,121.520592752,
idx,25.104165103,121.540596412,
idx,25.08414768800005,121.560600072,
idx,25.0641302730001,121.580603732,
idx,25.00407802800005,121.600607392,
idx,25.08414768800005,121.600607392,
idx,25.0641302730001,121.620611052,
idx,25.044112858000048,121.640614712,
idx,25.08414768800005,121.640614712,
idx,25.0641302730001,121.660618372,
idx,25.104165103,121.740633012,
idx,25.124182518000048,121.760636672,
