newLat,newLng,geometry,
22.9823191130001,120.640431712,c(120.640431712,22.9823191130001)
22.9823191130001,120.680439032,c(120.680439032,22.9823191130001)
22.9823191130001,120.720446352,c(120.720446352,22.9823191130001)
22.9823191130001,120.760453672,c(120.760453672,22.9823191130001)
22.9823191130001,120.800460992,c(120.800460992,22.9823191130001)
22.9823191130001,120.840468312,c(120.840468312,22.9823191130001)
22.9823191130001,120.880475632,c(120.880475632,22.9823191130001)
22.9823191130001,120.920482952,c(120.920482952,22.9823191130001)
22.9823191130001,120.960490272,c(120.960490272,22.9823191130001)
22.9823191130001,121.000497592,c(121.000497592,22.9823191130001)
22.9823191130001,121.040504912,c(121.040504912,22.9823191130001)
22.9823191130001,121.080512232,c(121.080512232,22.9823191130001)
22.9823191130001,121.120519552,c(121.120519552,22.9823191130001)
22.9823191130001,121.160526872,c(121.160526872,22.9823191130001)
22.9823191130001,121.200534192,c(121.200534192,22.9823191130001)
22.9823191130001,121.240541512,c(121.240541512,22.9823191130001)
22.9823191130001,121.280548832,c(121.280548832,22.9823191130001)
23.0223539430001,120.120336552,c(120.120336552,23.0223539430001)
23.0223539430001,120.160343872,c(120.160343872,23.0223539430001)
23.0223539430001,120.200351192,c(120.200351192,23.0223539430001)
23.0223539430001,120.240358512,c(120.240358512,23.0223539430001)
23.0223539430001,120.280365832,c(120.280365832,23.0223539430001)
23.0223539430001,120.320373152,c(120.320373152,23.0223539430001)
23.0223539430001,120.360380472,c(120.360380472,23.0223539430001)
23.0223539430001,120.400387792,c(120.400387792,23.0223539430001)
23.0223539430001,120.440395112,c(120.440395112,23.0223539430001)
23.0223539430001,120.480402432,c(120.480402432,23.0223539430001)
23.0223539430001,120.520409752,c(120.520409752,23.0223539430001)
23.0223539430001,120.560417072,c(120.560417072,23.0223539430001)
23.0223539430001,120.600424392,c(120.600424392,23.0223539430001)
23.0223539430001,120.640431712,c(120.640431712,23.0223539430001)
23.0223539430001,120.680439032,c(120.680439032,23.0223539430001)
23.0223539430001,120.720446352,c(120.720446352,23.0223539430001)
23.0223539430001,120.760453672,c(120.760453672,23.0223539430001)
23.0223539430001,120.800460992,c(120.800460992,23.0223539430001)
23.0223539430001,120.840468312,c(120.840468312,23.0223539430001)
23.0223539430001,120.880475632,c(120.880475632,23.0223539430001)
23.0223539430001,120.920482952,c(120.920482952,23.0223539430001)
23.0223539430001,120.960490272,c(120.960490272,23.0223539430001)
23.0223539430001,121.000497592,c(121.000497592,23.0223539430001)
23.0223539430001,121.040504912,c(121.040504912,23.0223539430001)
23.0223539430001,121.080512232,c(121.080512232,23.0223539430001)
23.0223539430001,121.120519552,c(121.120519552,23.0223539430001)
23.0223539430001,121.160526872,c(121.160526872,23.0223539430001)
23.0223539430001,121.200534192,c(121.200534192,23.0223539430001)
23.0223539430001,121.240541512,c(121.240541512,23.0223539430001)
23.0223539430001,121.280548832,c(121.280548832,23.0223539430001)
23.0223539430001,121.320556152,c(121.320556152,23.0223539430001)
23.0623887730001,120.080329232,c(120.080329232,23.0623887730001)
23.0623887730001,120.120336552,c(120.120336552,23.0623887730001)
23.0623887730001,120.160343872,c(120.160343872,23.0623887730001)
23.0623887730001,120.200351192,c(120.200351192,23.0623887730001)
23.0623887730001,120.240358512,c(120.240358512,23.0623887730001)
23.0623887730001,120.280365832,c(120.280365832,23.0623887730001)
23.0623887730001,120.320373152,c(120.320373152,23.0623887730001)
23.0623887730001,120.360380472,c(120.360380472,23.0623887730001)
23.0623887730001,120.400387792,c(120.400387792,23.0623887730001)
23.0623887730001,120.440395112,c(120.440395112,23.0623887730001)
23.0623887730001,120.480402432,c(120.480402432,23.0623887730001)
23.0623887730001,120.520409752,c(120.520409752,23.0623887730001)
23.0623887730001,120.560417072,c(120.560417072,23.0623887730001)
23.0623887730001,120.600424392,c(120.600424392,23.0623887730001)
23.0623887730001,120.640431712,c(120.640431712,23.0623887730001)
23.0623887730001,120.680439032,c(120.680439032,23.0623887730001)
23.0623887730001,120.720446352,c(120.720446352,23.0623887730001)
23.0623887730001,120.760453672,c(120.760453672,23.0623887730001)
23.0623887730001,120.800460992,c(120.800460992,23.0623887730001)
23.0623887730001,120.840468312,c(120.840468312,23.0623887730001)
23.0623887730001,120.880475632,c(120.880475632,23.0623887730001)
23.0623887730001,120.920482952,c(120.920482952,23.0623887730001)
23.0623887730001,120.960490272,c(120.960490272,23.0623887730001)
23.0623887730001,121.000497592,c(121.000497592,23.0623887730001)
23.0623887730001,121.040504912,c(121.040504912,23.0623887730001)
23.0623887730001,121.080512232,c(121.080512232,23.0623887730001)
23.0623887730001,121.120519552,c(121.120519552,23.0623887730001)
23.0623887730001,121.160526872,c(121.160526872,23.0623887730001)
23.0623887730001,121.200534192,c(121.200534192,23.0623887730001)
23.0623887730001,121.240541512,c(121.240541512,23.0623887730001)
23.0623887730001,121.280548832,c(121.280548832,23.0623887730001)
23.0623887730001,121.320556152,c(121.320556152,23.0623887730001)
23.1024236030001,120.040321912,c(120.040321912,23.1024236030001)
23.1024236030001,120.080329232,c(120.080329232,23.1024236030001)
23.1024236030001,120.120336552,c(120.120336552,23.1024236030001)
23.1024236030001,120.160343872,c(120.160343872,23.1024236030001)
23.1024236030001,120.200351192,c(120.200351192,23.1024236030001)
23.1024236030001,120.240358512,c(120.240358512,23.1024236030001)
23.1024236030001,120.280365832,c(120.280365832,23.1024236030001)
23.1024236030001,120.320373152,c(120.320373152,23.1024236030001)
23.1024236030001,120.360380472,c(120.360380472,23.1024236030001)
23.1024236030001,120.400387792,c(120.400387792,23.1024236030001)
23.1024236030001,120.440395112,c(120.440395112,23.1024236030001)
23.1024236030001,120.480402432,c(120.480402432,23.1024236030001)
